product_details,product_name,specifications
" Product Details  As low as $5.29 per oz over spot New from Geiger, these 1 oz Silver bars display the exquisite quality that Geiger Edelmetalle has been known for since 1218. Each bar is .999 fine Silver and now features added security and storage options.  Bar Highlights:   Contains 1 oz of .999 fine Silver. Individuals will be in protective packaging. Quantities of 30 come in tubes. Square shaped with ribbed edges similar to that of a coin. Obverse: Features a classic pressed design of the German castle, Schloss Güldengossa, is finished with a brilliant luster, and is inscribed ""1 oz FEINSILBER .999"". Reverse: Features a textured design with repeated LEV logos. Serial number is stamped on the bar, and with a black light (not included with purchase) you can verify this bar's authenticity by viewing an illuminated LEV rhombus. Protect and display your Originals Series Geiger Silver Bars by adding an original mint tube to your order. As a Geiger Edelmetalle authorized distributor, APMEX is able to provide this popular and practical investment bar at an attractive price. Add this Originals Series 1 oz Geiger Silver Bar to your cart today!   Related Searches  Geiger Silver Bars     ",1 oz Silver Bar - Geiger Edelmetalle (Original Square Series),"Product ID: 155910,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1 oz,  Mint Mark: N/A,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 3.45 mm,  Diameter: N/A mm,  Inner Pack: 30,  Outer Pack: 480,  "
" Product Details  As low as $2.29 per coin over spot  For a limited time, when you buy 24 2019 Silver Royal Arms coins, you will pay for 25 and get one free! Shop this special offer now.   Coin Highlights:   Contains 1 oz of .999 fine Silver. Individual coins come in protective plastic. Orders in multiples of 25 will come in mint tubes. Obverse: Displays the effigy of Her Majesty Queen Elizabeth II, along with the face value of 2 pounds on a guilloche design. Reverse: Features the current variation of the Royal Arms, with a quartered shield, each representing nations under the United Kingdom. The coin features a radial background, exemplifying the design. Display your 1 oz Silver Royal Arms coin in style by adding an attractive presentation box to your order. This 2019 Silver Royal Coat of Arms coin would be a great addition to any bullion collection. Add this 2019 1 oz Silver Royal Arms coin your cart today! The iconic Royal Arms design by Eric Sewell has been reinterpreted on this 2019 bullion coin by coin designer Timothy Noad. The Royal Arms quartered shield depicts three passant guardant lions of England featured in the first and fourth quadrants, and in the second, the rampant lion and double tressure flory-counterflory represents Scotland. The third features a harp for Ireland. The shield is supported on one side by the crowned English lion and the other by the Scottish unicorn, and has a Garter circlet surrounding it, inscribed with ""HONI SOIT QUI MAL Y PENSE"" (shame on he who thinks evil on it). Also featured is the leek of Wales. The Royal Arms has been a mainstay of British coinage for centuries, and symbolizes strength and majesty of the monarchy of the United Kingdom. The Royal Arms is still used today as a symbol of authority and identification, while the Royal Standard, a banner of the Royal Arms, is also flown from the royal palaces when the monarch is at home.  ",2019 Great Britain 1 oz Silver The Royal Arms BU,"Product ID: 189414,  Year: 2019,  Grade: None,  Grade Service: None,  Denomination: 2 Pounds,  Metal Content: 1 troy oz,  Purity: .9999,  Thickness: 1.8 mm,  Diameter: 38.61 mm,  Inner Pack: 25,  Outer Pack: 500,  "
" Product Details  As low as $0.99 per round over spot You can now get the famed Morgan Silver Dollar design on an affordable 1/4 oz of .999 fine Silver. This is a replica of George T. Morgan's beloved design, minted on American coinage from 1878 to 1904, and again in 1921 (mintmark and designs may vary).  Round Highlights:   Contains 1/4 oz of .999 fine Silver. Multiples of 25 are packaged in tubes. Individual rounds come in protective packaging. The design of these rounds is based on the original coin issued by the U.S. Mint. These rounds carry no actual face value. Obverse: Lady Liberty wearing a Phrygian cap with the motto ""Liberty"" inscribed in the headband. Reverse: Eagle with wings outstretched, weight and purity. Mintmark and designs may vary.  Protect your investments from fingerprints by adding these cotton gloves to your order. The iconic Morgan Dollar design is nationally recognized, thereby increasing the value of owning these rounds. Add this beautiful 1/4 oz Silver round to your cart today!   ",1/4 oz Silver Round - Morgan Dollar Design,"Product ID: 176881,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1/4 oz,  Mint Mark: Varies,  Metal Content: 0.25 troy oz,  Purity: .999,  Thickness: 2.5 mm mm,  Diameter: 22 mm mm,  Inner Pack: 25,  "
" Product Details  As low as $0.99 per round over spot This beautiful Silver round is patterned after the $2.50 and $5 Indian Head Gold coins minted from 1908 to 1929. This popular incuse, or sunken relief, design is now available in fractional Silver sizes to accommodate any price point.  Round Highlights:   Contains 1/10 oz of .999 fine Silver. Individual rounds come in protective packaging. Multiples of 50 come in plastic tubes. The design of these rounds is based on the original coin issued by the U.S. Mint. These rounds carry no actual face value. Obverse: Profile of a Native American chief in full headdress along with ""Liberty"" on the top and ""1929"" on the bottom. Reverse: Standing American eagle, the motto ""In God We Trust"" on the right and ""E Pluribus Unum"" on the left. Inclusion of date may vary. Display your Silver Incuse Indian Rounds in style by adding an attractive presentation box to your order. These rounds are an excellent way to buy Silver and are easily stacked and stored. Add this 1/10 oz Silver round to your cart today!  ",1/10 oz Silver Round - Incuse Indian,"Product ID: 61810,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1/10 oz,  Mint Mark: N/A,  Metal Content: 0.1 troy oz,  Purity: .999,  Thickness: 1.35 mm,  Diameter: 19.2 mm,  Inner Pack: 50,  Outer Pack: 4050,  "
" Product Details  As low as $0.99 per round over spot The 1/4 oz Silver Buffalo Round pays tribute to America’s native tribes and the majestic, once endangered buffalo. James Earle Fraser’s design for the 1913 Buffalo Nickel has inspired both images featured on this round (mintmark and designs may vary).  Round Highlights:   Contains 1/4 oz of .999 fine Silver. Individual rounds come in protective packaging. Multiples of 25 come in plastic tubes. The design of these rounds is based on the original coin issued by the U.S. Mint. These rounds carry no actual face value. The rounds are hallmark stamped with their weight, purity and have a reeded edge. Obverse: Depicts a Native American with the motto ”LIBERTY” on top right. Reverse: ""Black Diamond,"" an American bison (buffalo) atop a mound of dirt. Fraser sketched this design in the New York Central Park Zoo. Display your Silver Buffalo Round in style by adding an attractive presentation box to your order. James Earle Fraser's Indian Head nickel design is regarded among the best designs of any U.S. coin. Add this sought after fractional Round to your cart today!  ",1/4 oz Silver Round - Buffalo,"Product ID: 82885,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1/4 oz,  Mint Mark: Varies,  Metal Content: 0.25 troy oz,  Purity: .999,  Thickness: 1.79 mm,  Diameter: 26.57 mm,  Inner Pack: 20,  Outer Pack: 1500,  "
" Product Details  As low as $0.89 per oz over spot Silver holds a place in American history, as it was used to make our country’s circulating Silver coins from 1794-1970. This American Flag Silver bar is a great way to show your patriotism and add .999 fine Silver to your holdings.  Bar Highlights:   Contains 1 oz of .999 fine Silver. Each bar comes in protective packaging. Multiples may come packaged in plastic sheets. Obverse: Features a beautiful American flag design. Reverse: Blank center surrounded by the bar's weight and purity. Guaranteed by APMEX. Protect your Silver American Flag bar by adding an cotton gloves to your order. No longer used for common currency, U.S. Silver is now a popular way to invest in Precious Metals. Add this Silver American Flag bar to your cart today!    Get notified when the price of Silver hits your target rate.  When buying 1 oz Silver bars, or other Silver bullion, it is important to know the spot price of Silver. APMEX Market Alerts notify you when Silver bars , and other Silver bullion, reaches your target price due to the changing Silver spot price. When you buy Silver bars simply create a free account , enter your target Silver price, and then you will receive an email or text when it is reached. Or, if you have a specific product in mind, like the American Flag Silver bar, you can determine the price you would like to pay for it and APMEX will notify you when the product reaches your ideal price.    When you invest, understand the Silver spot price and buy as close to it as possible.  When bullion investors buy Silver bars , they are primarily interested in raw Silver value, not so much focused on numismatic, or collector value. The goal, for these investors, is to get as close to the Silver spot price as possible, so they are paying the lowest markup possible. When buying Silver bars, understand the Silver spot price is the base price for unfabricated Silver. When you purchase the American Flag Silver bar and other types of Silver bullion, you are not only paying the Silver spot price, but you are also paying the premium price which includes fabrication, distribution and small dealer fees although, if you are buying Silver bars, you are not paying a mark up for numismatic value as Silver bars generally have little historical value, rarity or aesthetic value.      ",1 oz Silver Bar - American Flag Design,"Product ID: 56165,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1 oz,  Mint Mark: N/A,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 3.1 mm,  Diameter: 50.3 x 30.3 mm,  Inner Pack: 20,  Outer Pack: 500,  "
" Product Details Gold American Eagles are the ideal mixture of American history and nostalgia with modern Gold bullion investment value, making them valuable to both collectors and investors as well.  The U.S. Mint does not sell its bullion coins directly to the public. Instead, they distribute their coins to only a handful of authorized purchasers who then sell the coins to the public. As one of these authorized purchasers, APMEX is able to get coins direct from the U.S. Mint and pass them along to you. Coin Highlights:   Contains 1/10 oz actual Gold weight. Multiples of 50 are packaged in mint tubes. All other coins will be in protective packaging. Eligible for Precious Metals IRAs . Obverse: Adapted from Augustus Saint-Gaudens’ famed 1907 Gold Double Eagle design, which features Lady Liberty walking confidently against the sun’s rays. Reverse: Designed by Miley Busiek showing a male bald eagle in flight carrying an olive branch to his nest, where a female awaits with her young. Minted at West Point, N.Y. Protect your Gold American Eagle with this clear plastic capsule or display it in style by adding an attractive presentation box to your order. Fractional Gold Eagles allow for ownership of a classic American design with investment appeal at a lower price point. Add several of these 2019 1/10 oz Gold Eagles to your cart today!  ",2019 1/10 oz Gold American Eagle BU,"Product ID: 171386,  Year: 2019,  Grade: Brilliant Unc,  Grade Service: None,  Denomination: $5.00,  Mint Mark: Not Shown - West Point,  Metal Content: 0.1 troy oz,  Purity: .9167,  Thickness: 1.19 mm,  Diameter: 16.5 mm,  Inner Pack: 50,  Outer Pack: 500,  "
" Product Details  As low as $17.99 per coin Vintage Silver dollars with dates ranging from 1878 to 1904. These U.S. Silver Dollars are popular additions to any numismatic collection because of their age and the roles they played in American history.  Product Highlights:   Approximately .7734 oz of Silver. Individual coins come in protective plastic bags. Multiples of 20 come in plastic tubes. Multiples of 100 come in 100-count bags. Multiples of 500 come in 500-count bags. Obverse: Left facing profile of Liberty. Anna Willess Williams modeled for this design of Lady Liberty by George T. Morgan. Reverse: Features a bald eagle clutching an olive branch in one talon and a bundle of arrows in the other. Surrounding the eagle is ""United States of America,"" ""One Dollar,"" and ""In God We Trust."" These Morgan Dollars are dated 1878-1904. These coins exhibit considerable wear or may have other condition problems. Add these Cull Silver Dollars to your cart today! Orders of multiples may be a mixture of 1878-1904 Morgan Dollars, or may all be all of the same type determined by stock on hand. Individual coins come in protective plastic bags. Dates on these random year coins will be of our choosing and may or may not vary, determined by stock on hand.  ",1878-1904 Morgan Silver Dollar Cull (Random Year),"Product ID: 178658,  Year: 1878-1904,  Grade: Cull,  Grade Service: None,  Denomination: $1.00,  Mint Mark: Varies,  Metal Content: 0.7734 troy oz,  Purity: .900,  Thickness: 3.1 mm,  Diameter: 38.1 mm,  "
" Product Details  Only $1.33 per oz over spot The Royal Canadian Mint has long been known for high quality .9999 fine Silver products and this uniquely sized item continues that tradition.  These coins are included based on availability, and might have some light spotting but are in brilliant uncirculated condition. The Canadian 1.5 oz coins that can be included in this listing feature 6 coins in which the Royal Canadian Mint placed a strict low mintage on due to their worldwide popularity. Beginning with the 2013 Polar Bear, 2014 Arctic Fox, 2015 Polar Bear & Cub, 2015 SuperLeaf, and finally ending with the 2016 White Falcon and 2016 SuperLeaf. Coin Highlights:   Contains 1.5 oz of .9999 fine Silver. Multiples of 15 are packaged in plastic tubes. All other coins will be in protective packaging. Security enhancements of radial lines on both the obverse and reverse, along with a reeded edge, add a sophisticated brilliance. Obverse: Displays Susanna Blunt’s design of Her Majesty Queen Elizabeth II, along with the $8 face value. Reverse: Designs vary.  Protect your coins from fingerprints by adding these cotton gloves to your order. Add several of these random year Canadian 1.5 oz coins to your cart today! Dates and designs on these random year coins will be of our choosing and may or may not vary, determined by stock on hand.   ",2013-2017 Canada 1.5 oz Silver $8 BU (Random Year),"Product ID: 149513,  Year: 2013 - 2017,  Grade: Brilliant Unc,  Grade Service: None,  Denomination: $8.00,  Mint Mark: Not Shown - RCM,  Metal Content: 1.5 troy oz,  Purity: .9999,  Thickness: 4.5 mm,  Diameter: 38 mm,  Outer Pack: 300,  "
" Product Details  As low as $3.79 per coin over spot Minted at the oldest mint in North America and rapidly gaining popularity worldwide, the Mexican Libertad coin is Mexico’s treasured coin. Silver Libertads are always minted in limited numbers, adding to their collectibility.  Coin Highlights:   Contains 1 oz of .999 fine Silver. Coin comes in protective packaging. Multiples of 25 will be packaged in tubes. Eligible for Precious Metals IRAs . Obverse: Features a sculptural relief design of the National Shield, encompassed by the legend ""Estados Unidos Mexicanos"" (United Mexican States), surrounded by different national coats of arms used throughout Mexico's history. Coins dated 1996 and prior feature a sculptural relief design of the National Shield, encompassed by the legend ""Estados Unidos Mexicanos"" (United Mexican States). Reverse: Victory statue of Mexican independence in front of volcanic mountains Popocatépetl and Iztaccíhuatl, surrounded by the weight, purity and date. Guaranteed by Banco de México. Protect your Silver Libertad with this clear plastic capsule  or display it in style by adding an attractive presentation box or jewelry bezel to your order. With a historic and story-filled design, this 1 oz Silver coin is popular with collectors and investors. Add this 1 oz Silver Libertad to your cart today! Dates on these random year coins may or may not vary, typically from 1982-2017, and will be of our choosing, determined by stock on hand. Backdated coins may have slight spots or toning, but any heavily spotted/toned or damaged coins will be sold as Mexico 1 oz Silver Libertad (Cull, Damaged, etc.)  Shown on the reverse are Popocatépetl and Iztaccíhuatl, two volcanoes that overlook the Valley of Mexico. These volcanoes tell a story of two lovers from warring families, similar to Romeo and Juliet. The volcanoes represent the warrior Iztaccíhuatl mourning the death of his beloved Popocatépetl.   Related Searches  Mexican Silver Libertads     Buy Silver coins at your ideal price with APMEX Price Alerts.  When buying a Silver coin , or any Precious Metals, decide on the price you want to pay for a product and APMEX Price Alerts will notify you when that product reaches your target price. Price Alerts are available for the 1 oz Silver Libertad and other products available at APMEX, and there is no limit to the number of price alerts you can set. When buying Silver coins or other Precious Metals available at APMEX, first create a free account to gain access to this and the many other tools available. Whether you collect world coins or invest in Silver bullion, Price Alerts allow you to stretch your Precious Metals budget and precisely time your purchase.    Understand what affects the Silver price when investing in Silver coins, bars and rounds.  When you are buying Silver coins , it is a good idea to understand the factors that influence the price of Silver. Whether buying world coins or Silver bullion bars and rounds, the price of Silver is constantly on the move. The Silver spot price, which is the basis for Silver coin prices, is affected by current events, market speculation, and supply and demand. For example, if a government makes a Silver purchase, it will be much larger than a 1 oz Silver Libertad (think in terms of multiple kilos versus smaller ounces), and the effect on the Silver market could be immediate.    Silver Mexican Libertads have extremely low mintages for world bullion coins, giving these .999 fine Silver coins added collectible appeal.      ",Mexico 1 oz Silver Libertad BU (Random Year),"Product ID: 1114,  Year: Random,  Grade: Brilliant Unc,  Grade Service: None,  Denomination: 1 Onza,  Mint Mark: Mo - Mexico City,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: Varies mm,  Diameter: Varies mm,  Outer Pack: 450,  "
" Product Details  As low as $0.69 per round over spot Secondary market Silver rounds are an excellent way to add to your Silver holdings. All Silver rounds are hallmark stamped with their exact Silver purity.  Round Highlights:   Contains 1/10 oz of .999 fine Silver. Packaging may vary but all will be in protective packaging. Diverse mix of Silver rounds from numerous manufacturers such as APMEX, Golden State Mint and other comparable quality manufacturers. Designs may vary which can add some collectibility. Protect your rounds from fingerprints by adding these cotton gloves to your order. With a variety of designs and manufacturers and a lower price point, these 1/10 oz secondary market Silver rounds are a great way to add Silver to your investment portfolio. Add these 1/10 oz Silver rounds to your cart today! These Secondary Market Silver rounds could be perfect, scruffy or somewhere in between.  ",1/10 oz Silver Round - Secondary Market,"Product ID: 64643,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1/10 oz,  Mint Mark: N/A,  Metal Content: 0.1 troy oz,  Purity: .999,  Thickness: Varies mm,  Diameter: Varies mm,  "
" Product Details Celebrate the 25th Anniversary of the original Chinese Unicorn, which was struck in 1994. This APMEXclusive® Premium Uncirculated coin comes with a very limited mintage of only 5,000 coins worldwide along with a modern take on a classic coin.  Today, the original coins are considered highly collectible due to their beautiful design. Coin Highlights:   Mintage of only 5,000 coins worldwide. Contains 1 oz of .999 fine Silver. Individual coins come in a capsule. Obverse: Depicts an up-to-date design of a highly detailed Western Unicorn. Reverse: Depicts an up-to-date design of a highly detailed Eastern Unicorn. Laser etched with the year, weight and purity on the rim of the coin. Also, laser etched with the 25 th anniversary of the original coin. Minted in Shanghai. This Silver PU (Premium Uncirculated) restrike is loved around the world for its 1 oz metal content and classic design. Add the 2019 China 1 oz Silver Unicorn Restrike coin to your cart today! The Chinese Unicorn Series was a short-run issue of limited edition coins and sets released by the China Mint between the years of 1994 and 1997. The unicorn is a horned mythical creature of good fortune, and on the coins both an eastern and western depiction are to be seen. In traditional Chinese culture the Qilin is a magical creature of good omen and a bringer of prosperity. It has the head of a dragon with the antlers of a deer, the scales of a fish, the hooves of an ox and the tail of a lion.   ",2019 China 1 oz Silver Unicorn 25th Anniversary Restrike (PU),"Product ID: 192160,  Year: 2019,  Grade: None,  Grade Service: None,  Denomination: 1 oz,  Mint Mark: Not Shown,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 2.75 mm,  Diameter: 38.68 mm,  Outer Pack: 300,  "
" Product Details A new series in .999 fine Silver celebrates the wildlife of India in a Cash bullion coin series. The APMEXclusive® Cash Indian Wildlife series begins with The Tiger, a staple of India's wildlife.  The detailed engraving of the tiger, with the raised relief allows the design to stand out against a striking patterned background. With a limited number of coins available, be sure to be one of the few to own this .999 fine Silver coin. Coin Highlights:   Limited mintage of 3,000 coins worldwide. Contains 1 oz of .999 fine Silver. APMEXclusive® worldwide. Individual coins come in protective plastic. Orders in 18 coin increments may come in Mint tubes, while orders of 450 coins will come in a wooden box with 25 tubes per box. First release of the Treasures of India Wildlife bullion collection. Obverse: Likeness of Queen Elizabeth II, date and face value, set against a patterned background. Reverse: Features the magnificent Tiger with a beautifully detailed relief, against a patterned background. Also included is the Silver weight and purity.  Display your India Wildlife Tiger coin in style by adding a beautiful presentation box to your order. Add the 2019 St. Helena 1 oz Silver £1 Cash Indian Wildlife: The Tiger coin to your cart today! Treasures of India Wildlife Series With the Bengal Tiger being the national animal of India, it is only fitting to have the majestic animal as the first release of the Treasures of India Wildlife series. The Tiger has symbolized power, bravery and grace for centuries. In the 1970s, the Tiger became the national animal, with the initiation of Project Tiger, to protect the endangered species. Officially known as Panthera-tigris, the tiger is known as the lord of the jungle. The Tiger design on the coin is an original design by Veronica Mackinnon, and captures the elegant beauty of the animal. The ""CASH"" denomination shown on the coin is also one of historical significance. CASH coins were currency units used during the time of British rule in India. While the origin of the word ""CASH"" has been up to debate, one thought is that it was derived from the Sanskrit word ""karsa"", equaling a weight of Silver of Gold equal to 1/400 of a ""tola"".   ",2019 St. Helena 1 oz Silver £1 Cash India Wildlife: The Tiger,"Product ID: 189048,  Year: 2019,  Grade: None,  Grade Service: None,  Denomination: £1.00,  Mint Mark: Not Shown,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: N/A mm,  Diameter: 38.6 mm,  "
" Product Details A classic is reborn! These APMEXclusive® coins are patterned after the original 1911 Chinese Silver Hsüan-t'ung known as ""Long-whiskered Dragon"". This 1 oz Premium Uncirculated restrike comes with a very limited mintage of 5,000 coins worldwide.  Today, the original coins are considered highly collectible, very scarce and command a very high premium. Coin Highlights:   Mintage of only 5,000 coins worldwide. Contains 1 oz of .999 fine Silver. Individual coins come in a capsule. Fourth release in an 8 coin series featuring China's most valuable vintage coins. Obverse: Depicts a distinct, new-style dragon with extremely long whiskers and the denomination ""ONE DOLLAR"" below in small English characters. Reverse: Four Manchu characters above central circle, with floral designs at sides and date (3rd year of Hsuen Tung) below, in the center are four Hanzi characters saying ""Silver Coin of the great Qing Dynasty"". For the first time ever, a Chinese mint laser etched the year, weight and purity on the rim of the coin. Minted in Shanghai. This Silver PU (Premium Uncirculated) restrike is loved around the world for its 1 oz metal content and classic design. Add the 2019 China 1 oz Silver Dragon Restrike to your cart today! Silver Dragon coins, also sometimes known as Dragon dollars, were Silver coins issued by China, Japan and later Korea for general circulation in their own countries. A dragon was featured on the obverse of the Japanese and Korean issues while on the dragon was featured on the reverse of Chinese issues. These dragon dollars were all originally inspired by the Silver Spanish dollar which following its introduction into the region in the 16th Century had set the standard for a de facto common currency for trade in the Far East, this specification being a weight of 27.22 grams and a fineness of .900; the coin thus contained 24.5 g (0.7876 troy oz) of Silver. Chinese coins of this type are known Kwangtung dollars from the old Romanization of the name of the mint that they were first produced in China, more popularly they are known in Chinese as, ""Dragon Silver"" or ""Dragon Money,"" capable of being read as both Silver or money. Little known fact; The first Chinese Silver Panda coins were of the traditional specification of 27 grams in weight, 0.900 fineness, which were modeled after the Dragon Dollars.  ",2019 China 1 oz Silver Long-Whiskered Dragon Dollar Restrike (PU),"Product ID: 192157,  Year: 2019,  Grade: None,  Grade Service: None,  Mint Mark: Not Shown,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 2.75 mm,  Diameter: 38.68 mm,  "
" Product Details  As low as $2.99 per oz over spot War in the Pacific National Historical Park in Guam commemorates the bravery and sacrifice of all those who participated in the Pacific Theater of WWII. This coin, the 48th release in this series, depicts American troops landing in Guam.  The U.S. Mint does not sell its bullion coins directly to the public. Instead, they distribute their coins to only a handful of authorized purchasers who then sell the coins to the public. As one of these authorized purchasers, APMEX is able to get coins direct from the U.S. Mint and pass them along to you. This coin commemorates War in the Pacific National Historical Park in Guam. This is the 48th release of 56 coins. These coins are sought after by investors for their .999 fine Silver content, and demanded by collectors for their artistic value. Coin Highlights:   Each coin contains 5 oz of .999 fine Silver. Individual coins come in capsules. Multiples of 10 come in mint-issued tubes without capsules. Orders of 100 come in mint-issued monster boxes also without capsules. Eligible for Precious Metals IRAs . Obverse: Portrait of George Washington originally designed by John Flanagan, with the inscriptions of ""United States of America"", ""Liberty"", ""In God We Trust"" and ""Quarter Dollar"". Reverse: American troops landing at Asan Bay during the Battle of Guam, in which US forces liberated the island from Japanese occupation. Guaranteed by the U.S. Mint. Individually protect your Silver ATB coins by adding plastic capsules to your cart. This monumental piece of United States history is forever captured in this beautifully crafted 5 oz Silver coin. Add this attractive coin to your collection today!  War in the Pacific National Historical Park Located on the island of Guam, War in the Pacific National Historical Park was established in 1978 to commemorate the courage and sacrifice of those who participated in the Pacific Theater of World War II. The island of Guam, located in the South Pacific and the largest of the Mariana Islands, was the site of a significant battle in 1944 when U.S. forces liberated the island from a brutal two and a half year occupation by Japanese imperial forces. On July 21st, 1944, American forces landed on Guam at Apra Harbor and regained control of the island over the ensuing three weeks. War in the Pacific National Historical Park encompasses many of the sites involved in this battle, including the beaches of Asan Bay, which are pictured on this coin. The park is dedicated to preserving these historic sites and sharing this part of American history with future generations.     War in the Pacific National Historical Park 5 oz America the Beautiful Coins The immaculate 2019 War in the Pacific National Historical Park 5 oz America the Beautiful coins are the perfect investment choice for lovers of U.S. history. These bullion coins are comprised of .999 fine Silver with a face value of a quarter dollar. The value of the Silver is, of course, worth much more than 25 cents. The coins contain five troy ounces of Silver, making them among the largest bullion coins ever issued by the United States Mint. The design of these coins matches the War in the Pacific National Historical Park artwork on the 2019 America the Beautiful quarters of the same name. Esteemed for its rich tropical surroundings and large collection of war artifacts, this U.S. National Park is located on the island territory of Guam. The site honors the bravery, sacrifice and courage of those who battled in World War II, which made it an ideal choice to be memorialized on these 2019 coins.    ATB War in the Pacific National Historical Park 5 oz Coins Mintage The National Park System was established through congressional legislation, prompted by President Theodore Roosevelt, who proclaimed 18 national parks by the end of his term. This practice was continued by later presidents using the Antiquities Act until there were more than 100 national parks and parks. Forty-nine of them still operate today, many of which have been honored with 5 oz Silver bullion coins. The America the Beautiful series from the U.S. Mint has plans to continue 56 releases through 2021. One of five historical sites chosen for the 2019 America the Beautiful series, the War in the Pacific National Historical Park 5 oz coins have a limited mintage, making them highly collectible. Coin enthusiasts and history buffs alike can invest in these coins and use the opportunity to remember events such as The Invasion of Tinian and the Battle of the Philippine Sea.    The War in the Pacific National Historical Park represented on these 5 oz Silver coins is made up of seven units scattered across Guam that played a role in World War II.      ","2019 5 oz Silver ATB War in the Pacific National Hist. Park, GU","Product ID: 171380,  Year: 2019,  Grade: None,  Grade Service: None,  Denomination: 25 Cents,  Mint Mark: Not Shown - Philadelphia,  Metal Content: 5 troy oz,  Purity: .999,  Thickness: 4.064 mm,  Diameter: 76.2 mm,  Outer Pack: 100,  "
" Product Details  As low as $3.49 per coin over spot The popular design of the Valiant coin from The Royal Mint is now also available in a 1 ounce Silver version. The coin features an image depicting one of England's most famous legends, St. George and the Dragon.  Coin Highlights:   Contains 1 oz of .999 fine Silver. Individual coins come in a protective capsule. Obverse: Displays the effigy of Her Majesty Queen Elizabeth II, along with the face value of 100 pounds on an incuse design. Reverse: Features an original design of St. George and the Dragon, designed by Etienne Millner in a refreshed 2019 version. Display your 1 oz Silver Valiant coin in style by adding an attractive presentation box to your order.  This coin celebrates a legend representing honor, courage and victory, with its impressive design of St. George and the dragon. Add this stunning .9999 fine 2019 £2 1 oz Silver Valiant coin from the Royal Mint to your cart today! Saint George and the Dragon The famous legend of Saint George and the Dragon represents victory and honor. There are many variations of the legend, but all mention the hero Saint George traveling, where he comes across a town distressed by a dragon. The dragon has taken a princess as his prisoner. Saint George decided to help the town by slaying the beast. Saint George brandished his sword at the dragon, which is the battle depicted on this 1 oz Silver Valiant coin from The Royal Mint.   ",2019 Great Britain 1 oz Silver Valiant BU,"Product ID: 190484,  Year: 2019,  Grade: Unc./ Brilliant Unc,  Grade Service: None,  Denomination: 2£,  Metal Content: 1 troy oz,  Purity: .9999,  Thickness: 1.8 mm,  Diameter: 38.61 mm,  Inner Pack: 10,  Outer Pack: 100,  "
" Product Details  As low as $0.79 per oz over spot These 5 oz APMEX Silver bars have a deep-mirror, prooflike finish and are guaranteed .999 fine. The classic American eagle design adds an iconic beauty on top of the bullion content.  Bar Highlights:   Contains 5 oz of .999 fine Silver. Bars may or may not come sealed in plastic and dimensions may vary slightly. Eligible for Precious Metals IRAs . Obverse: Beautiful American eagle design common amongst APMEX products featuring 13 small stars representing the original colonies. Reverse: APMEX logo and web address, weight and purity. Guaranteed by APMEX. Protect your Silver in storage from the adverse effects of moisture in the air by adding these silica gel packets to your order. These 5 oz Silver bars are an easier way to store Silver bullion than smaller bars. Add this 5 oz Silver APMEX bar to your cart today!    The type of Silver bullion you buy should always be driven by your individual investment goals.  Whether you purchase Silver bars or Silver coins depends on your investment goals. Many investors buy Silver bars in as large a quantity as possible at that time. For some, Silver bar purchases will be 5 oz Silver bars and for others, 50 oz bars. Some will forego Silver bullion and focus on Silver coins because they are also taking into consideration numismatic collector value. They prefer Silver coins to a 5 oz Silver bar, because although they are paying a slightly higher premium over the Silver spot price, they have a coin that allows them to hold a little piece of history in their hands.    Buy Silver and hold Precious Metals at a lower price point than Platinum, Gold or Palladium.  Silver bullion is priced lower than Gold bullion due to perception, demand and rarity (although some people would debate whether Gold is rarer than Silver). The current price of a Silver bar is about 70 times less than Gold bar prices, with some experts positing that the ratio should be 17 to 1. The lower price of Silver bars versus Gold bars can also be attributed to the fact that Gold is more difficult to mine and requires a purification process. Buying Silver, like this 5 oz bar of Silver, allows investors to get in Precious Metals at a lower price point.    This 5 oz Silver bar features a patriotic American eagle design common to APMEX products.      ",5 oz Silver Bar - APMEX,"Product ID: 40249,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 5 oz,  Mint Mark: N/A,  Metal Content: 5 troy oz,  Purity: .999,  Thickness: 8 mm,  Diameter: N/A mm,  Outer Pack: 100,  "
